id,name,website,hq_or_states,source_of_name,source_url,source_type,notes,ce_verified_partner,fee_schedule_published,transparency_gate,all_in_eligible,grade_status,nr_flag,exit_flag,grade_v1,grade_v2_score,graded_as_of,grade_notes
frontier-funding,Frontier Funding,https://frontierfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
fuller-business-funding,Fuller Business Funding,http://www.fullerbusinessfunding.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
fundthrough,FundThrough,https://www.fundthrough.com/,,InvoiceFactoringIndex freight rate index,https://invoicefactoringindex.com/freight-factoring/rates/,listicle,General invoice factoring; markets transportation among verticals — confirm freight carrier focus in Phase 2; Listicle discovery — second-hand; verify primary site,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
gap-factoring,GAP Factoring,https://gapfactoring.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
general-business-credit,General Business Credit,https://generalbusinesscredit.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
gh-factor,GH Factor,https://ghfactor.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
gibraltar-business-capital,Gibraltar Business Capital,https://www.gibraltarbc.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
global-financial-factoring,Global Financial Factoring,https://globalfinancialfactoring.com/,,QuickTransportSolutions freight-factoring directory,https://www.quicktransportsolutions.com/freight-factoring-companies.php,directory,QuickTransportSolutions freight-factoring directory — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
global-financial,Global Financial Group,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
goodman-factors,Goodman Factors,https://www.goodmancapitalfinance.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved; goodmancapitalfinance.com; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
grade-a-funding,Grade A Funding,https://gradeafunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
grand-financial-management,Grand Financial Management,https://grandfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
granite-capital-investments,Granite Capital Investments,https://granitecapitalinvestments.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
great-plains-transportation,Great Plains Transportation Services,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
greenbridge-finance,Greenbridge Finance,https://greenbridgefinance.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
growth-capital,Growth Capital Corp,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
hana-commercial-finance,Hana Commercial Finance,https://hanacommercial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
hennessey-capital,Hennessey Capital,http://www.hennesseycap.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
hgs-funding,HGS Funding,https://hgsfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
hmd-financial,HMD Financial,https://hmdfinancial.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
infusion-funding,Infusion Funding,https://infusionfunding.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
interstate-billing,Interstate Billing Service,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
ips-invoice-payment-system,IPS Invoice Payment System,https://ipsinvoice.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
ithrive-funding,iThrive Funding,https://www.ithrivefunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
itruck-financial,iTruck Financial,https://itruckfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
jd-financial,J&D Financial,https://www.jdfinancial.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
jac-financial,JAC Financial,https://jacfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
jd-factors,JD Factors,https://www.jdfactors.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR + FD; jdfactors.com; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
jps-2004,JPS 2004,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
karolik,Karolik Group,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
kcm-factor,KCM Factor,https://kcmfactor.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
koval-capital,Koval Capital,https://kovalcapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
kw-receivables,KW Receivables,https://kwreceivables.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
liquid-capital-exchange,Liquid Capital Exchange,https://liquidcapitalcorp.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,Liquid Capital franchise network; TX franchise listed on FD; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
lone-star-factors,Lone Star Factors,https://lonestarfactors.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
lsq-funding,LSQ Funding Group,,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Primary website not resolved in Phase 4; name retained from directory discovery,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
magnolia-financial,Magnolia Financial,https://magfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
mdr-capital,MDR Capital,https://mdrcapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
merchant-factors,Merchant Factors,https://www.merchantfactors.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,Traditional factor; FD freight category — confirm carrier marketing Phase 2; FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
mercury-financial-solution,Mercury Financial Solution,https://mercuryfinancialsolution.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
meritus-capital,Meritus Capital,https://www.merituscapital.com,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
millennium-funding,Millennium Funding,https://millenniumfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
multi-service-factoring,Multi Service Factoring,https://multiservicefactoring.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
nationwide-capital-funding,Nationwide Capital Funding,https://nationwidecapitalfunding.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
nationwide-transport-finance,Nationwide Transport Finance,http://www.ntfusa.com/,NV Las Vegas,QuickTransportSolutions freight-factoring directory,https://www.quicktransportsolutions.com/freight-factoring-companies.php,directory,QTS + FD; ntfusa.com; QuickTransportSolutions freight-factoring directory — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
new-century-financial,New Century Financial,https://www.newcenturyfinancial.com/,TX The Woodlands,QuickTransportSolutions freight-factoring directory,https://www.quicktransportsolutions.com/freight-factoring-companies.php,directory,QuickTransportSolutions freight-factoring directory — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
nfusion-capital,nFusion Capital,https://nfusioncapital.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
north-mill-capital,North Mill Capital,https://slrbusinesscredit.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,ABL/factoring; confirm freight carrier focus Phase 2; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
northwest-capital,Northwest Capital,https://northwestcapital.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
operfi,OperFi (Operation Finance),https://operfi.com/,TX Cedar Hill / Dallas area,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,aka Operation Finance; CHR approved factor; CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
palm-coast-financial,Palm Coast Financial,https://palmcoastfinancial.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
partners-funding,Partners Funding,https://partnersfundinginc.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
pdm-financial,PDM Financial,https://flexentfreight.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
pfi-financial,PFI Financial,https://pfifinancial.com/,,FactoringDirectory freight-trucking industry list,https://factoringdirectory.org/industry/freight-trucking/,directory,FactoringDirectory freight-trucking category — second-hand; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
pine-street-factoring,Pine Street Factoring,https://pinestreetfactoring.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
power-funding,Power Funding,https://powerfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
pro-funding,Pro Funding,https://profunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
ptl-funding,PTL Funding,https://ptlfunding.com/,,C.H. Robinson approved factors PDF,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/approved-factoring-companies.pdf,directory,CHR approved factoring companies list (updated 2019 PDF) — second-hand directory; Website guessed/listed but HTTP probe failed or inconclusive — treat as possibly dead; confirm before fee research,N,Unknown,fail,N,Incomplete,Unknown,Unknown,Incomplete — no verified published fee schedule in census; visible in search; cannot win All-In/best.,,2026-09-16,Prefer Incomplete over invented fees. Partner badge (if any) does not change grade.
